"31468ACM","A","GBP",0.10
"31502ACM","C","USD",0.20
"31502ACM","D","GBP",0.40
"31552ACM","F","USD",0.75
"31552ACM","E","GBP",0.10
"31554ACM","A","USD",0.20
"31554ACM","B","GBP",0.40
"31563ACM","B","USD",0.75
"31563ACM","A","GBP",0.10
"31564ACM","C","USD",0.20
"31564ACM","D","GBP",0.40
"31589ACM","F","USD",0.75
"31589ACM","E","GBP",0.10
"31593ACM","A","USD",0.20
"31593ACM","B","GBP",0.40
"31626ACM","B","USD",0.75
"31626ACM","A","GBP",0.10
"31627ACM","C","USD",0.20
"31627ACM","D","GBP",0.40
"31644ACM","F","USD",0.75
"31644ACM","E","GBP",0.10
"31646ACM","A","USD",0.20
"31646ACM","B","GBP",0.40
"31685ACN","B","USD",0.75
"31685ACN","A","GBP",0.10
"31686ACN","C","USD",0.20
"31686ACN","D","GBP",0.40
"31700ACN","F","USD",0.75
"31700ACN","E","GBP",0.10
"31702ACN","A","USD",0.20
"31702ACN","B","GBP",0.40
"31704ACM","B","USD",0.75
"31704ACM","A","GBP",0.10
"31721AC ","C","USD",0.20
"31721AC ","D","GBP",0.40
"31725AC ","F","USD",0.75
"31725AC ","E","GBP",0.10
"31727AC ","A","USD",0.20
"31727AC ","B","GBP",0.40
"31729ACM","B","USD",0.75
"31729ACM","A","GBP",0.10
"31733AC ","C","USD",0.20
"31733AC ","D","GBP",0.40
"31736ACM","F","USD",0.75
"31736ACM","E","GBP",0.10
"31741AC ","A","USD",0.20
"31741AC ","B","GBP",0.40
"31743AC ","B","USD",0.75
"31743AC ","A","GBP",0.10
"31752AC ","C","USD",0.20
"31752AC ","D","GBP",0.40
"31754AC ","F","USD",0.75
"31754AC ","E","GBP",0.10
"31756AC ","A","USD",0.20
"31756AC ","B","GBP",0.40
"31763AC ","B","USD",0.75
"31763AC ","A","GBP",0.10
"31764AC ","C","USD",0.20
"31764AC ","D","GBP",0.40
"31766AC ","F","USD",0.75
"31766AC ","E","GBP",0.10
"31767AC ","A","USD",0.20
"31767AC ","B","GBP",0.40
"31769AC ","B","USD",0.75
"31769AC ","A","GBP",0.10
"31770AC ","C","USD",0.20
"31770AC ","D","GBP",0.40
"31771AC ","F","USD",0.75
"31771AC ","E","GBP",0.10
"31772AC ","A","USD",0.20
"31772AC ","B","GBP",0.40
"31773AC ","B","USD",0.75
"31773AC ","A","GBP",0.10
"31805AC ","C","USD",0.20
"31805AC ","D","GBP",0.40
"31806AC ","F","USD",0.75
"31806AC ","E","GBP",0.10
"31824AC ","A","USD",0.20
"31824AC ","B","GBP",0.40
"31834AC ","B","USD",0.75
"31834AC ","A","GBP",0.10
"31838AC ","C","USD",0.20
"31838AC ","D","GBP",0.40
"31839AC ","F","USD",0.75
"31839AC ","E","GBP",0.10
"31862AC ","A","USD",0.20
"31862AC ","B","GBP",0.40
"31887AC ","B","USD",0.75
"31887AC ","A","GBP",0.10
"31894AC ","C","USD",0.20
"31894AC ","D","GBP",0.40
"31904ACM","F","USD",0.75
"31904ACM","E","GBP",0.10
"31907AC ","A","USD",0.20
"31907AC ","B","GBP",0.40
"31908AC ","B","USD",0.75
"31908AC ","A","GBP",0.10
"31912AC ","C","USD",0.20
"31912AC ","D","GBP",0.40
"31913AC ","F","USD",0.75
"31913AC ","E","GBP",0.10
"31914AC ","A","USD",0.20
"31914AC ","B","GBP",0.40
"31915AC ","B","USD",0.75
"31915AC ","A","GBP",0.10
"31916AC ","C","USD",0.20
"31916AC ","D","GBP",0.40
"31919AC ","F","USD",0.75
"31919AC ","E","GBP",0.10
"31930AC ","A","USD",0.20
"31930AC ","B","GBP",0.40
"31931AC ","B","USD",0.75
"31931AC ","A","GBP",0.10
"31932AC ","C","USD",0.20
"31932AC ","D","GBP",0.40
"31933AC ","F","USD",0.75
"31933AC ","E","GBP",0.10
"31934AC ","A","USD",0.20
"31934AC ","B","GBP",0.40
"31945AC ","B","USD",0.75
"31945AC ","A","GBP",0.10
"31959ACM","C","USD",0.20
"31959ACM","D","GBP",0.40
"31962ACM","F","USD",0.75
"31962ACM","E","GBP",0.10
"32004ACM","A","USD",0.20
"32004ACM","B","GBP",0.40
"32041ACM","B","USD",0.75
"32041ACM","A","GBP",0.10
"32055ACM","C","USD",0.20
"32055ACM","D","GBP",0.40
"32062ACA","F","USD",0.75
"32062ACA","E","GBP",0.10
"32063ACA","A","USD",0.20
"32063ACA","B","GBP",0.40
"32065ACA","B","USD",0.75
"32065ACA","A","GBP",0.10
"32066ACA","C","USD",0.20
"32066ACA","D","GBP",0.40
"32071ACA","F","USD",0.75
"32071ACA","E","GBP",0.10
"32072ACA","A","USD",0.20
"32072ACA","B","GBP",0.40
"32073ACA","B","USD",0.75
"32073ACA","A","GBP",0.10
"32074ACA","C","USD",0.20
"32074ACA","D","GBP",0.40
"32077ACA","F","USD",0.75
"32077ACA","E","GBP",0.10
"32086ACA","A","USD",0.20
"32086ACA","B","GBP",0.40
"32087ACA","B","USD",0.75
"32087ACA","A","GBP",0.10
"32094ACA","C","USD",0.20
"32094ACA","D","GBP",0.40
"32099ACA","F","USD",0.75
"32099ACA","E","GBP",0.10
"32104ACM","A","USD",0.20
"32104ACM","B","GBP",0.40
"32105ACA","B","USD",0.75
"32105ACA","A","GBP",0.10
"32225AC ","C","USD",0.20
"32225AC ","D","GBP",0.40
"32235ACA","F","USD",0.75
"32235ACA","E","GBP",0.10
"32249AC ","A","USD",0.20
"32249AC ","B","GBP",0.40
"32250AC ","B","USD",0.75
"32250AC ","A","GBP",0.10
"32258ACM","C","USD",0.20
"32258ACM","D","GBP",0.40
"32301ACM","F","USD",0.75
"32301ACM","E","GBP",0.10
"32303ACM","A","USD",0.20
"32303ACM","B","GBP",0.40
"32312AC ","B","USD",0.75
"32312AC ","A","GBP",0.10
"3233DAC ","C","USD",0.20
"3233DAC ","D","GBP",0.40
"32378ACM","F","USD",0.75
"32378ACM","E","GBP",0.10
"32379ACM","A","USD",0.20
"32379ACM","B","GBP",0.40
"32389ACM","B","USD",0.75
"32389ACM","A","GBP",0.10
"32520ACM","C","USD",0.20
"32520ACM","D","GBP",0.40
"32525AC ","F","USD",0.75
"32525AC ","E","GBP",0.10
"32526AC ","A","USD",0.20
"32526AC ","B","GBP",0.40
"32529AC ","B","USD",0.75
"32529AC ","A","GBP",0.10
"32538AC ","C","USD",0.20
"32538AC ","D","GBP",0.40
"32542AC ","F","USD",0.75
"32542AC ","E","GBP",0.10
"32543AC ","A","USD",0.20
"32543AC ","B","GBP",0.40
"32545AC ","B","USD",0.75
"32545AC ","A","GBP",0.10
"32547AC ","C","USD",0.20
"32547AC ","D","GBP",0.40
"32582AC ","F","USD",0.75
"32582AC ","E","GBP",0.10
"32628AC ","A","USD",0.20
"32628AC ","B","GBP",0.40
"32630ACM","B","USD",0.75
"32630ACM","A","GBP",0.10
"32637ACM","C","USD",0.20
"32637ACM","D","GBP",0.40
"32654ACM","F","USD",0.75
"32654ACM","E","GBP",0.10
"32655ACM","A","USD",0.20
"32655ACM","B","GBP",0.40
"32656ACM","B","USD",0.75
"32656ACM","A","GBP",0.10
"32657ACM","C","USD",0.20
"32657ACM","D","GBP",0.40
"32661ACM","F","USD",0.75
"32661ACM","E","GBP",0.10
"32671ACM","A","USD",0.20
"32671ACM","B","GBP",0.40
"32686ACM","B","USD",0.75
"32686ACM","A","GBP",0.10
"32687ACM","C","USD",0.20
"32687ACM","D","GBP",0.40
"32688ACA","F","USD",0.75
"32688ACA","E","GBP",0.10
"32693ACA","A","USD",0.20
"32693ACA","B","GBP",0.40
"32695AC ","B","USD",0.75
"32695AC ","A","GBP",0.10
"32708ACM","C","USD",0.20
"32708ACM","D","GBP",0.40
"32712ACM","F","USD",0.75
"32712ACM","E","GBP",0.10
"32713ACM","A","USD",0.20
"32713ACM","B","GBP",0.40
"32716ACM","B","USD",0.75
"32716ACM","A","GBP",0.10
"32786ACM","C","USD",0.20
"32786ACM","D","GBP",0.40
"32788ACM","F","USD",0.75
"32788ACM","E","GBP",0.10
"33092AC ","A","USD",0.20
"33092AC ","B","GBP",0.40
"33093AC ","B","USD",0.75
"33093AC ","A","GBP",0.10
"33094AC ","C","USD",0.20
"33094AC ","D","GBP",0.40
"33095AC ","F","USD",0.75
"33095AC ","E","GBP",0.10
"33096AC ","A","USD",0.20
"33096AC ","B","GBP",0.40
"33099AC ","B","USD",0.75
"33099AC ","A","GBP",0.10
"33106ACM","C","USD",0.20
"33106ACM","D","GBP",0.40
"33122ACM","F","USD",0.75
"33122ACM","E","GBP",0.10
"33124ACM","A","USD",0.20
"33124ACM","B","GBP",0.40
"33132AC ","B","USD",0.75
"33132AC ","A","GBP",0.10
"33136ACM","C","USD",0.20
"33136ACM","D","GBP",0.40
"33148ACM","F","USD",0.75
"33148ACM","E","GBP",0.10
"33161ACM","A","USD",0.20
"33161ACM","B","GBP",0.40
"33162ACM","B","USD",0.75
"33162ACM","A","GBP",0.10
"33170AC ","C","USD",0.20
"33170AC ","D","GBP",0.40
"33171AC ","F","USD",0.75
"33171AC ","E","GBP",0.10
"33189AC ","A","USD",0.20
"33189AC ","B","GBP",0.40
"33224ACM","B","USD",0.75
"33224ACM","A","GBP",0.10
"33226ACM","C","USD",0.20
"33226ACM","D","GBP",0.40
"33227AC ","F","USD",0.75
"33227AC ","E","GBP",0.10
"33263ACM","A","USD",0.20
"33263ACM","B","GBP",0.40
"33273ACM","B","USD",0.75
"33273ACM","A","GBP",0.10
"33326AC ","C","USD",0.20
"33326AC ","D","GBP",0.40
"33329ACM","F","USD",0.75
"33329ACM","E","GBP",0.10
"33332ACM","A","USD",0.20
"33332ACM","B","GBP",0.40
"33369AC ","B","USD",0.75
"33369AC ","A","GBP",0.10
"33377ACM","C","USD",0.20
"33377ACM","D","GBP",0.40
"33393ACA","F","USD",0.75
"33393ACA","E","GBP",0.10
"33395ACA","A","USD",0.20
"33395ACA","B","GBP",0.40
"33403ACM","B","USD",0.75
"33403ACM","A","GBP",0.10
"33407ACM","C","USD",0.20
"33407ACM","D","GBP",0.40
"33408ACM","F","USD",0.75
"33408ACM","E","GBP",0.10
"33422ACM","A","USD",0.20
"33422ACM","B","GBP",0.40
"33429ACM","B","USD",0.75
"33429ACM","A","GBP",0.10
"33454ACM","C","USD",0.20
"33454ACM","D","GBP",0.40
"33456ACM","F","USD",0.75
"33456ACM","E","GBP",0.10
"33478ACM","A","USD",0.20
"33478ACM","B","GBP",0.40
"33481ACM","B","USD",0.75
"33481ACM","A","GBP",0.10
"33555ACM","C","USD",0.20
"33555ACM","D","GBP",0.40
"33578AC ","F","USD",0.75
"33578AC ","E","GBP",0.10
"33584AC ","A","USD",0.20
"33584AC ","B","GBP",0.40
"33585AC ","B","USD",0.75
"33585AC ","A","GBP",0.10
"33602ACM","C","USD",0.20
"33602ACM","D","GBP",0.40
"33615ACM","F","USD",0.75
"33615ACM","E","GBP",0.10
"33618ACM","A","USD",0.20
"33618ACM","B","GBP",0.40
"33619ACM","B","USD",0.75
"33619ACM","A","GBP",0.10
"33620ACM","C","USD",0.20
"33620ACM","D","GBP",0.40
"33621ACM","F","USD",0.75
"33621ACM","E","GBP",0.10
"33622ACM","A","USD",0.20
"33622ACM","B","GBP",0.40
"33627ACM","B","USD",0.75
"33627ACM","A","GBP",0.10
"33628ACM","C","USD",0.20
"33628ACM","D","GBP",0.40
"33631ACM","F","USD",0.75
"33631ACM","E","GBP",0.10
"33638ACM","A","USD",0.20
"33638ACM","B","GBP",0.40
"33662ACM","B","USD",0.75
"33662ACM","A","GBP",0.10
"33664ACM","C","USD",0.20
"33664ACM","D","GBP",0.40
"33666ACM","F","USD",0.75
"33666ACM","E","GBP",0.10
"33678ACM","A","USD",0.20
"33678ACM","B","GBP",0.40
"33681ACM","B","USD",0.75
"33681ACM","A","GBP",0.10
"33682ACM","C","USD",0.20
"33682ACM","D","GBP",0.40
"33684ACM","F","USD",0.75
"33684ACM","E","GBP",0.10
"33685ACM","A","USD",0.20
"33685ACM","B","GBP",0.40
"33689ACM","B","USD",0.75
"33689ACM","A","GBP",0.10
"33731ACM","C","USD",0.20
"33731ACM","D","GBP",0.40
"33746ACM","F","USD",0.75
"33746ACM","E","GBP",0.10
"33770AC ","A","USD",0.20
"33770AC ","B","GBP",0.40
"33771AC ","B","USD",0.75
"33771AC ","A","GBP",0.10
"33814ACM","C","USD",0.20
"33814ACM","D","GBP",0.40
"33819ACM","F","USD",0.75
"33819ACM","E","GBP",0.10
"33821AC ","A","USD",0.20
"33821AC ","B","GBP",0.40
"33822AC ","B","USD",0.75
"33822AC ","A","GBP",0.10
"33823AC ","C","USD",0.20
"33823AC ","D","GBP",0.40
"33829AC ","F","USD",0.75
"33829AC ","E","GBP",0.10
"33835ACM","A","USD",0.20
"33835ACM","B","GBP",0.40
"33837AC ","B","USD",0.75
"33837AC ","A","GBP",0.10
"33852AC ","C","USD",0.20
"33852AC ","D","GBP",0.40
"33866ACM","F","USD",0.75
"33866ACM","E","GBP",0.10
"33867ACM","A","USD",0.20
"33867ACM","B","GBP",0.40
"33868ACM","B","USD",0.75
"33868ACM","A","GBP",0.10
"33875ACA","C","USD",0.20
"33875ACA","D","GBP",0.40
"33885AC ","F","USD",0.75
"33885AC ","E","GBP",0.10
"33892ACM","A","USD",0.20
"33892ACM","B","GBP",0.40
"33968ACM","B","USD",0.75
"33968ACM","A","GBP",0.10
"33984ACM","C","USD",0.20
"33984ACM","D","GBP",0.40
"33987ACM","F","USD",0.75
"33987ACM","E","GBP",0.10
"34002AC ","A","USD",0.20
"34002AC ","B","GBP",0.40
"34005ACM","B","USD",0.75
"34005ACM","A","GBP",0.10
"34034ACM","C","USD",0.20
"34034ACM","D","GBP",0.40
"34105ACM","F","USD",0.75
"34105ACM","E","GBP",0.10
"34111ACM","A","USD",0.20
"34111ACM","B","GBP",0.40
"34115ACM","B","USD",0.75
"34115ACM","A","GBP",0.10
"34116ACM","C","USD",0.20
"34116ACM","D","GBP",0.40
"34117ACM","F","USD",0.75
"34117ACM","E","GBP",0.10
"34137AC ","A","USD",0.20
"34137AC ","B","GBP",0.40
"34141ACM","B","USD",0.75
"34141ACM","A","GBP",0.10
"34144ACM","C","USD",0.20
"34144ACM","D","GBP",0.40
"34149AC ","F","USD",0.75
"34149AC ","E","GBP",0.10
"34153ACM","A","USD",0.20
"34153ACM","B","GBP",0.40
"34154ACM","B","USD",0.75
"34154ACM","A","GBP",0.10
"34156ACM","C","USD",0.20
"34156ACM","D","GBP",0.40
"34162ACM","F","USD",0.75
"34162ACM","E","GBP",0.10
"34167ACM","A","USD",0.20
"34167ACM","B","GBP",0.40
"34183AC ","B","USD",0.75
"34183AC ","A","GBP",0.10
"34209ACM","C","USD",0.20
"34209ACM","D","GBP",0.40
"34212ACM","F","USD",0.75
"34212ACM","E","GBP",0.10
"34213ACM","A","USD",0.20
"34213ACM","B","GBP",0.40
"34216ACM","B","USD",0.75
"34216ACM","A","GBP",0.10
"34217ACM","C","USD",0.20
"34217ACM","D","GBP",0.40
"34218ACM","F","USD",0.75
"34218ACM","E","GBP",0.10
"34219ACM","A","USD",0.20
"34219ACM","B","GBP",0.40
"34223ACM","B","USD",0.75
"34223ACM","A","GBP",0.10
"34224ACM","C","USD",0.20
"34224ACM","D","GBP",0.40
"34234AC ","F","USD",0.75
"34234AC ","E","GBP",0.10
"34239AC ","A","USD",0.20
"34239AC ","B","GBP",0.40
"34244ACM","B","USD",0.75
"34244ACM","A","GBP",0.10
"34247AC ","C","USD",0.20
"34247AC ","D","GBP",0.40
"34257ACM","F","USD",0.75
"34257ACM","E","GBP",0.10
"34261AC ","A","USD",0.20
"34261AC ","B","GBP",0.40
"34263ACM","B","USD",0.75
"34263ACM","A","GBP",0.10
"34265AC ","C","USD",0.20
"34265AC ","D","GBP",0.40
"34266AC ","F","USD",0.75
"34266AC ","E","GBP",0.10
"34269AC ","A","USD",0.20
"34269AC ","B","GBP",0.40
"34329ACA","B","USD",0.75
"34329ACA","A","GBP",0.10
"34387ACM","C","USD",0.20
"34387ACM","D","GBP",0.40
"34423ACM","F","USD",0.75
"34423ACM","E","GBP",0.10
"34437ACM","A","USD",0.20
"34437ACM","B","GBP",0.40
"34439ACM","B","USD",0.75
"34439ACM","A","GBP",0.10
"34449ACM","C","USD",0.20
"34449ACM","D","GBP",0.40
"34466AC ","F","USD",0.75
"34466AC ","E","GBP",0.10
"34467AC ","A","USD",0.20
"34467AC ","B","GBP",0.40
"34483ACM","B","USD",0.75
"34483ACM","A","GBP",0.10
"34488AC ","C","USD",0.20
"34488AC ","D","GBP",0.40
"34491AC ","F","USD",0.75
"34491AC ","E","GBP",0.10
"34521AC ","A","USD",0.20
"34521AC ","B","GBP",0.40
"34527AC ","B","USD",0.75
"34527AC ","A","GBP",0.10
"34528AC ","C","USD",0.20
"34528AC ","D","GBP",0.40
"34549ACM","F","USD",0.75
"34549ACM","E","GBP",0.10
"34576ACM","A","USD",0.20
"34576ACM","B","GBP",0.40
"34578ACM","B","USD",0.75
"34578ACM","A","GBP",0.10
"34579ACM","C","USD",0.20
"34579ACM","D","GBP",0.40
"34597ACM","F","USD",0.75
"34597ACM","E","GBP",0.10
"34598ACM","A","USD",0.20
"34598ACM","B","GBP",0.40
"34607ACM","B","USD",0.75
"34607ACM","A","GBP",0.10
"34645ACM","C","USD",0.20
"34645ACM","D","GBP",0.40
"34674ACM","F","USD",0.75
"34674ACM","E","GBP",0.10
"34677ACM","A","USD",0.20
"34677ACM","B","GBP",0.40
"34690ACM","B","USD",0.75
"34690ACM","A","GBP",0.10
"34719ACM","C","USD",0.20
"34719ACM","D","GBP",0.40
"34727AC ","F","USD",0.75
"34727AC ","E","GBP",0.10
"34734AC ","A","USD",0.20
"34734AC ","B","GBP",0.40
"34740ACM","B","USD",0.75
"34740ACM","A","GBP",0.10
"34741ACM","C","USD",0.20
"34741ACM","D","GBP",0.40
"34742ACM","F","USD",0.75
"34742ACM","E","GBP",0.10
"34743ACM","A","USD",0.20
"34743ACM","B","GBP",0.40
"34755ACM","B","USD",0.75
"34755ACM","A","GBP",0.10
"34764ACM","C","USD",0.20
"34764ACM","D","GBP",0.40
"34765ACM","F","USD",0.75
"34765ACM","E","GBP",0.10
"34770ACM","A","USD",0.20
"34770ACM","B","GBP",0.40
"34773ACM","B","USD",0.75
"34773ACM","A","GBP",0.10
"34777AC ","C","USD",0.20
"34777AC ","D","GBP",0.40
"34786ACM","F","USD",0.75
"34786ACM","E","GBP",0.10
"34788ACM","A","USD",0.20
"34788ACM","B","GBP",0.40
"34795AC ","B","USD",0.75
"34795AC ","A","GBP",0.10
"34796AC ","C","USD",0.20
"34796AC ","D","GBP",0.40
"34842AC ","F","USD",0.75
"34842AC ","E","GBP",0.10
"34855ACM","A","USD",0.20
"34855ACM","B","GBP",0.40
"34856ACM","B","USD",0.75
"34856ACM","A","GBP",0.10
"34871ACM","C","USD",0.20
"34871ACM","D","GBP",0.40
"34872ACM","F","USD",0.75
"34872ACM","E","GBP",0.10
"34900ACM","A","USD",0.20
"34900ACM","B","GBP",0.40
"34903ACM","B","USD",0.75
"34903ACM","A","GBP",0.10
"34906ACM","C","USD",0.20
"34906ACM","D","GBP",0.40
"34911ACM","F","USD",0.75
"34911ACM","E","GBP",0.10
"34918ACM","A","USD",0.20
"34918ACM","B","GBP",0.40
"35002ACM","B","USD",0.75
"35002ACM","A","GBP",0.10
"35004ACM","C","USD",0.20
"35004ACM","D","GBP",0.40
"35005ACM","F","USD",0.75
"35005ACM","E","GBP",0.10
"35007ACM","A","USD",0.20
"35007ACM","B","GBP",0.40
"35008ACM","B","USD",0.75
"35008ACM","A","GBP",0.10
"35017ACM","C","USD",0.20
"35017ACM","D","GBP",0.40
"35036ACM","F","USD",0.75
"35036ACM","E","GBP",0.10
"35038ACM","A","USD",0.20
"35038ACM","B","GBP",0.40
"3506DACM","B","USD",0.75
"3506DACM","A","GBP",0.10
"35082ACM","C","USD",0.20
"35082ACM","D","GBP",0.40
"35084ACM","F","USD",0.75
"35084ACM","E","GBP",0.10
"35085ACM","A","USD",0.20
"35085ACM","B","GBP",0.40
"35098ACM","B","USD",0.75
"35098ACM","A","GBP",0.10
"35115ACM","C","USD",0.20
"35115ACM","D","GBP",0.40
"35119ACM","F","USD",0.75
"35119ACM","E","GBP",0.10
"35123ACM","A","USD",0.20
"35123ACM","B","GBP",0.40
"35125ACM","B","USD",0.75
"35125ACM","A","GBP",0.10
"35126ACM","C","USD",0.20
"35126ACM","D","GBP",0.40
"35140ACM","F","USD",0.75
"35140ACM","E","GBP",0.10
"35142ACM","A","USD",0.20
"35142ACM","B","GBP",0.40
"35152ACM","B","USD",0.75
"35152ACM","A","GBP",0.10
"35154ACM","C","USD",0.20
"35154ACM","D","GBP",0.40
"35155ACM","F","USD",0.75
"35155ACM","E","GBP",0.10
"35159ACM","A","USD",0.20
"35159ACM","B","GBP",0.40
"35169ACM","B","USD",0.75
"35169ACM","A","GBP",0.10
"35171ACM","C","USD",0.20
"35171ACM","D","GBP",0.40
"35174ACM","F","USD",0.75
"35174ACM","E","GBP",0.10
"35175ACM","A","USD",0.20
"35175ACM","B","GBP",0.40
"35177ACM","B","USD",0.75
"35177ACM","A","GBP",0.10
"35181ACM","C","USD",0.20
"35181ACM","D","GBP",0.40
"35212ACM","F","USD",0.75
"35212ACM","E","GBP",0.10
"35244ACM","A","USD",0.20
"35244ACM","B","GBP",0.40
"35259ACM","B","USD",0.75
"35259ACM","A","GBP",0.10
"35275ACM","C","USD",0.20
"35275ACM","D","GBP",0.40
"35313ACM","F","USD",0.75
"35313ACM","E","GBP",0.10
